Id,SalePrice
1461,117539.52803181665
1462,165919.42892485845
1463,194858.01466979212
1464,206188.31611223592
1465,197637.94283729803
1466,178881.57549845488
1467,178264.00862217307
1468,176369.0490155308
1469,190974.3696483717
1470,124885.61845153243
1471,198400.28623280852
1472,96421.54458411255
1473,102124.59624534461
1474,148221.27681227797
1475,106779.99353511042
1476,367123.9587100833
1477,225205.84642492572
1478,290176.1852530201
1479,282591.5183856316
1480,451463.76095548534
1481,343001.2094435725
1482,210659.35345398862
1483,184868.02793418348
1484,168931.78149561325
1485,186778.85221415578
1486,205710.5076995308
1487,374156.3942577481
1488,237365.77822105316
1489,183319.29216748523
1490,256468.8543451196
1491,202849.7602771607
1492,95269.48620940218
1493,180724.44400547098
1494,310135.95178360277
1495,300421.1568641172
1496,254286.51834657256
1497,188137.85079525053
1498,170748.24317658215
1499,170703.5140840319
1500,164469.90746134362
1501,176476.1591959389
1502,153752.8627058769
1503,294064.3338409632
1504,253062.09781430505
1505,240294.15946404604
1506,186160.25047546576
1507,276008.2027776976
1508,215603.39587420344
1509,160730.30074710713
1510,148842.41030091175
1511,150894.80027537124
1512,177070.29452923435
1513,149372.15833956943
1514,158365.91318671452
1515,206143.5285057633
1516,145825.24291697587
1517,165023.97346138558
1518,129724.39048070453
1519,216222.1910297823
1520,141298.57300249848
1521,144035.4141247012
1522,174466.3297820759
1523,113769.02266025245
1524,118954.80775366061
1525,124697.43250063265
1526,125051.2586872618
1527,101449.72560636888
1528,137047.370330779
1529,148200.5977931262
1530,169954.16594515796
1531,119555.81452797455
1532,104951.1803557014
1533,155436.28663551627
1534,119672.24103459281
1535,163954.06770576836
1536,116003.74512479582
1537,87967.92373686047
1538,148182.7107930158
1539,189910.4576874191
1540,118916.93964633516
1541,135356.74353857385
1542,140052.3452473278
1543,198796.68226404773
1544,79850.76561835152
1545,113708.91411636314
1546,131310.9578633571
1547,131531.1732086935
1548,123877.57804417334
1549,106403.08566594763
1550,151922.02567779997
1551,124828.16000687725
1552,143707.79011341996
1553,151123.66722993413
1554,111068.79700114252
1555,180401.4820050708
1556,114563.39301920685
1557,123976.86724582608
1558,98036.99746854564
1559,111995.56506286384
1560,139468.37724005256
1561,145077.77909240252
1562,134289.02417038457
1563,126100.40569740334
1564,167594.47086465236
1565,151301.56811974916
1566,236710.51017143752
1567,74966.61945915436
1568,241925.64210748533
